id,children,depth,followers,has_steps,hierarchy,prerequisites,progress_id,root_id,root_title,title,topological_index,is_deprecated,theory,root_subgroup_title,parent_id,verification_step,url
1162,"[1165, 1167, 962, 1164, 1166, 1163, 610]",0,[],False,[],"[1165, 1167, 962, 1164, 1166, 1163, 610]",2-1162,1162,Computer science,Computer science,1667,False,,,,,https://hyperskill.org/topics/1162
525,"[1221, 1062, 1925, 1003, 1927, 1923, 1922, 1924, 987, 1220]",0,[],False,[],"[1221, 1062, 1925, 1003, 1927, 1923, 1922, 1924, 987, 1220]",2-525,525,Math,Math,1699,False,,,,,https://hyperskill.org/topics/525
1165,[351],1,[1162],False,[1162],[351],2-1165,1162,Computer science,Desktop,619,False,,,1162,,https://hyperskill.org/topics/1165
1167,[456],1,[1162],False,[1162],[456],2-1167,1162,Computer science,Mobile,1482,False,,,1162,,https://hyperskill.org/topics/1167
962,"[907, 1169, 1168]",1,[1162],False,[1162],"[907, 1169, 1168]",2-962,1162,Computer science,Data science,1569,False,,,1162,,https://hyperskill.org/topics/962
1221,"[1771, 1844, 822]",1,[525],False,[525],"[1771, 1844, 822]",2-1221,525,Math,Probability,1607,False,,,525,,https://hyperskill.org/topics/1221
1062,"[1064, 1078, 1374, 1101, 1063]",1,[525],False,[525],"[1064, 1078, 1374, 1101, 1063]",2-1062,525,Math,Statistics,1609,False,,,525,,https://hyperskill.org/topics/1062
1164,"[620, 737, 209, 331, 1492, 73]",1,[1162],False,[1162],"[620, 737, 209, 331, 1492, 73]",2-1164,1162,Computer science,Programming languages,1617,False,,,1162,,https://hyperskill.org/topics/1164
1166,"[458, 446, 1941, 1863]",1,[1162],False,[1162],"[458, 446, 1941, 1863]",2-1166,1162,Computer science,Backend,1628,False,,,1162,,https://hyperskill.org/topics/1166
1163,"[126, 520, 1514, 258, 521, 357]",1,[1162],False,[1162],"[126, 520, 1514, 258, 521, 357]",2-1163,1162,Computer science,Fundamentals,1661,False,,,1162,,https://hyperskill.org/topics/1163
610,"[540, 588]",1,[1162],False,[1162],"[540, 588]",2-610,1162,Computer science,Frontend,1666,False,,,1162,,https://hyperskill.org/topics/610
1925,[1926],1,[525],False,[525],[1926],2-1925,525,Math,Cryptography,1674,False,,,525,,https://hyperskill.org/topics/1925
1003,"[1372, 1541, 1002, 1542, 1084]",1,[525],False,[525],"[1372, 1541, 1002, 1542, 1084]",2-1003,525,Math,Analytic geometry,1677,False,,,525,,https://hyperskill.org/topics/1003
1927,"[1175, 361]",1,[525],False,[525],"[1175, 361]",2-1927,525,Math,Computational math,1682,False,,,525,,https://hyperskill.org/topics/1927
1923,"[1141, 1042]",1,[525],False,[525],"[1141, 1042]",2-1923,525,Math,Algebra,1685,False,,,525,,https://hyperskill.org/topics/1923
1922,"[1218, 938, 820]",1,[525],False,[525],"[1218, 938, 820]",2-1922,525,Math,Analysis,1688,False,,,525,,https://hyperskill.org/topics/1922
1924,"[826, 1859, 823]",1,[525],False,[525],"[826, 1859, 823]",2-1924,525,Math,Fundamentals,1691,False,,,525,,https://hyperskill.org/topics/1924
987,"[988, 1402]",1,[525],False,[525],"[988, 1402]",2-987,525,Math,Number theory,1694,False,,,525,,https://hyperskill.org/topics/987
1220,"[1918, 1096]",1,[525],False,[525],"[1918, 1096]",2-1220,525,Math,Discrete math,1698,False,,,525,,https://hyperskill.org/topics/1220
1372,[],2,"[1820, 1541, 1002, 1003]",True,"[525, 1003]",[],2-1372,525,Math,Cartesian coordinates,472,False,13114,Analytic geometry,1003,13122,https://hyperskill.org/topics/1372
1218,"[1321, 1324, 1358]",2,[1922],False,"[525, 1922]","[1321, 1324, 1358]",2-1218,525,Math,Differential equations,579,False,,Analysis,1922,,https://hyperskill.org/topics/1218
351,"[352, 452, 483, 499, 1349, 1247, 1145, 997, 470]",2,[1165],False,"[1162, 1165]","[352, 452, 483, 499, 1349, 1247, 1145, 997, 470]",2-351,1162,Computer science,Java Swing,618,False,,Desktop,1165,,https://hyperskill.org/topics/351
1771,"[1546, 1717, 1792]",2,[1221],False,"[525, 1221]","[1546, 1717, 1792]",2-1771,525,Math,Discrete random variables,1241,False,,Probability,1221,,https://hyperskill.org/topics/1771
907,"[978, 909, 956, 970, 1778, 968, 1174, 969, 1054, 1055, 1068]",2,[962],False,"[1162, 962]","[978, 909, 956, 970, 1778, 968, 1174, 969, 1054, 1055, 1068]",2-907,1162,Computer science,NLP,1314,False,,Data science,962,,https://hyperskill.org/topics/907
620,"[901, 761, 1276, 1306, 933, 1241, 1242, 898, 762, 758, 1312]",2,[1164],False,"[1162, 1164]","[901, 761, 1276, 1306, 933, 1241, 1242, 898, 762, 758, 1312]",2-620,1162,Computer science,JavaScript,1357,False,,Programming languages,1164,,https://hyperskill.org/topics/620
737,"[1738, 1898, 1737]",2,[1164],False,"[1162, 1164]","[1738, 1898, 1737]",2-737,1162,Computer science,Scalaᵝ,1379,False,,Programming languages,1164,,https://hyperskill.org/topics/737
1141,"[829, 1852, 1544, 896, 821]",2,[1923],False,"[525, 1923]","[829, 1852, 1544, 896, 821]",2-1141,525,Math,Linear algebra,1430,False,,Algebra,1923,,https://hyperskill.org/topics/1141
826,[726],2,[1924],False,"[525, 1924]",[726],2-826,525,Math,Functions and their properties,1432,False,,Fundamentals,1924,,https://hyperskill.org/topics/826
1844,[1845],2,[1221],False,"[525, 1221]",[1845],2-1844,525,Math,Continuous random variables,1436,False,,Probability,1221,,https://hyperskill.org/topics/1844
209,"[1224, 1250, 436, 1251, 1232]",2,[1164],False,"[1162, 1164]","[1224, 1250, 436, 1251, 1232]",2-209,1162,Computer science,Kotlin,1464,False,,Programming languages,1164,,https://hyperskill.org/topics/209
458,"[1236, 1238, 1237, 1453, 1554, 1435, 1753, 714]",2,[1166],False,"[1162, 1166]","[1236, 1238, 1237, 1453, 1554, 1435, 1753, 714]",2-458,1162,Computer science,Spring Boot,1470,False,,Backend,1166,,https://hyperskill.org/topics/458
456,"[1715, 1243, 1292, 1290]",2,[1167],False,"[1162, 1167]","[1715, 1243, 1292, 1290]",2-456,1162,Computer science,Androidᵝ,1481,False,,Mobile,1167,,https://hyperskill.org/topics/456
540,"[746, 747, 749, 1020, 750, 748, 927]",2,[610],False,"[1162, 610]","[746, 747, 749, 1020, 750, 748, 927]",2-540,1162,Computer science,HTML,1485,False,,Frontend,610,,https://hyperskill.org/topics/540
1064,[],2,"[1398, 1078, 1374, 1062]",True,"[525, 1062]",[],2-1064,525,Math,"Mean, median, and mode",1512,False,11282,Statistics,1062,11287,https://hyperskill.org/topics/1064
446,"[1952, 1180, 1179, 1182, 1181]",2,[1166],False,"[1162, 1166]","[1952, 1180, 1179, 1182, 1181]",2-446,1162,Computer science,Django,1532,False,,Backend,1166,,https://hyperskill.org/topics/446
1078,[],2,"[1159, 1802, 1062]",True,"[525, 1062]",[1064],2-1078,525,Math,Standard deviation,1533,False,11435,Statistics,1062,11441,https://hyperskill.org/topics/1078
331,"[482, 1201, 1203, 1202, 1204, 1205, 1557]",2,[1164],False,"[1162, 1164]","[482, 1201, 1203, 1202, 1204, 1205, 1557]",2-331,1162,Computer science,Python,1537,False,,Programming languages,1164,,https://hyperskill.org/topics/331
1941,"[1944, 1942, 1946]",2,[1166],False,"[1162, 1166]","[1944, 1942, 1946]",2-1941,1162,Computer science,Ktor,1542,False,,Backend,1166,,https://hyperskill.org/topics/1941
1374,[],2,"[1802, 1062]",True,"[525, 1062]",[1064],2-1374,525,Math,Quantiles,1557,False,13124,Statistics,1062,13129,https://hyperskill.org/topics/1374
1169,"[867, 1331, 1602, 1803]",2,[962],False,"[1162, 962]","[867, 1331, 1602, 1803]",2-1169,1162,Computer science,Instruments,1562,False,,Data science,962,,https://hyperskill.org/topics/1169
1168,"[1330, 1842, 1327, 1328, 1329]",2,[962],False,"[1162, 962]","[1330, 1842, 1327, 1328, 1329]",2-1168,1162,Computer science,Machine learning,1568,False,,Data science,962,,https://hyperskill.org/topics/1168
1175,"[941, 1183, 1853]",2,[1927],False,"[525, 1927]","[941, 1183, 1853]",2-1175,525,Math,Optimization,1574,False,,Computational math,1927,,https://hyperskill.org/topics/1175
126,"[191, 149, 150, 1583, 1856]",2,[1163],False,"[1162, 1163]","[191, 149, 150, 1583, 1856]",2-126,1162,Computer science,JVM,1579,False,,Fundamentals,1163,,https://hyperskill.org/topics/126
520,"[1656, 946, 1665]",2,[1163],False,"[1162, 1163]","[1656, 946, 1665]",2-520,1162,Computer science,Databases and SQL,1583,False,,Fundamentals,1163,,https://hyperskill.org/topics/520
1492,"[1547, 1530, 1496, 1766, 1887, 1749, 1698]",2,[1164],False,"[1162, 1164]","[1547, 1530, 1496, 1766, 1887, 1749, 1698]",2-1492,1162,Computer science,Golangᵝ,1592,False,,Programming languages,1164,,https://hyperskill.org/topics/1492
1101,[],2,"[1063, 1062]",True,"[525, 1062]",[984],2-1101,525,Math,Probability and Statistics,1593,False,11637,Statistics,1062,11644,https://hyperskill.org/topics/1101
1918,[1920],2,[1220],False,"[525, 1220]",[1920],2-1918,525,Math,Game theory,1596,False,,Discrete math,1220,,https://hyperskill.org/topics/1918
938,"[1888, 1191, 1222, 1190]",2,[1922],False,"[525, 1922]","[1888, 1191, 1222, 1190]",2-938,525,Math,Calculus,1602,False,,Analysis,1922,,https://hyperskill.org/topics/938
822,"[545, 603, 984, 954, 1000, 986, 1032, 1683]",2,[1221],False,"[525, 1221]","[545, 603, 984, 954, 1000, 986, 1032, 1683]",2-822,525,Math,Events and probabilities,1606,False,,Probability,1221,,https://hyperskill.org/topics/822
1063,[],2,[1062],True,"[525, 1062]",[1101],2-1063,525,Math,Population and sample,1608,False,11274,Statistics,1062,11280,https://hyperskill.org/topics/1063
73,"[1215, 1258, 194, 252, 1259, 1260]",2,[1164],False,"[1162, 1164]","[1215, 1258, 194, 252, 1259, 1260]",2-73,1162,Computer science,Java,1616,False,,Programming languages,1164,,https://hyperskill.org/topics/73
1863,"[1864, 1896, 1869, 1895, 1874, 1985]",2,[1166],False,"[1162, 1166]","[1864, 1896, 1869, 1895, 1874, 1985]",2-1863,1162,Computer science,Flask,1627,False,,Backend,1166,,https://hyperskill.org/topics/1863
1514,"[1515, 1553, 1590, 1574, 1627, 1597, 1552, 1588, 1598]",2,[1163],False,"[1162, 1163]","[1515, 1553, 1590, 1574, 1627, 1597, 1552, 1588, 1598]",2-1514,1162,Computer science,UI/UX,1631,False,,Fundamentals,1163,,https://hyperskill.org/topics/1514
258,"[672, 262, 261, 206, 1028, 1689, 1177, 477]",2,[1163],False,"[1162, 1163]","[672, 262, 261, 206, 1028, 1689, 1177, 477]",2-258,1162,Computer science,Dev tools,1634,False,,Fundamentals,1163,,https://hyperskill.org/topics/258
521,"[1616, 1606, 327]",2,[1163],False,"[1162, 1163]","[1616, 1606, 327]",2-521,1162,Computer science,Algorithms and structures,1641,False,,Fundamentals,1163,,https://hyperskill.org/topics/521
357,"[1188, 1463, 1462, 850, 1185, 1189, 1186, 468]",2,[1163],False,"[1162, 1163]","[1188, 1463, 1462, 850, 1185, 1189, 1186, 468]",2-357,1162,Computer science,Essentials,1660,False,,Fundamentals,1163,,https://hyperskill.org/topics/357
588,"[752, 995, 1115, 878, 947, 1050, 754, 924, 926, 1195]",2,[610],False,"[1162, 610]","[752, 995, 1115, 878, 947, 1050, 754, 924, 926, 1195]",2-588,1162,Computer science,CSS,1665,False,,Frontend,610,,https://hyperskill.org/topics/588
1541,[],2,"[1542, 1003]",True,"[525, 1003]",[1372],2-1541,525,Math,Introduction to polar coordinates,1668,False,14792,Analytic geometry,1003,,https://hyperskill.org/topics/1541
1002,[],2,"[1084, 1003]",True,"[525, 1003]",[1372],2-1002,525,Math,"Lines, planes and their equations",1669,False,10660,Analytic geometry,1003,10667,https://hyperskill.org/topics/1002
1926,[],2,[1925],True,"[525, 1925]",[723],2-1926,525,Math,The basic ideas of cryptography,1673,False,17731,Cryptography,1925,,https://hyperskill.org/topics/1926
1542,[],2,[1003],True,"[525, 1003]",[1541],2-1542,525,Math,Distances and functions in polar coordinate system,1675,False,14804,Analytic geometry,1003,,https://hyperskill.org/topics/1542
1084,[],2,[1003],True,"[525, 1003]",[1002],2-1084,525,Math,Geometric interpretation of linear systems,1676,False,11490,Analytic geometry,1003,11496,https://hyperskill.org/topics/1084
1859,"[1860, 1861]",2,[1924],False,"[525, 1924]","[1860, 1861]",2-1859,525,Math,Logic,1679,False,,Fundamentals,1924,,https://hyperskill.org/topics/1859
361,"[362, 719, 368, 370, 369, 384, 385, 1146, 1147]",2,[1927],False,"[525, 1927]","[362, 719, 368, 370, 369, 384, 385, 1146, 1147]",2-361,525,Math,Numeral systems,1681,False,,Computational math,1927,,https://hyperskill.org/topics/361
1042,"[1043, 1097]",2,[1923],False,"[525, 1923]","[1043, 1097]",2-1042,525,Math,Polynomials,1684,False,,Algebra,1923,,https://hyperskill.org/topics/1042
820,"[809, 894]",2,[1922],False,"[525, 1922]","[809, 894]",2-820,525,Math,Complex numbers,1687,False,,Analysis,1922,,https://hyperskill.org/topics/820
823,"[643, 723, 697, 1883, 696]",2,[1924],False,"[525, 1924]","[643, 723, 697, 1883, 696]",2-823,525,Math,Sets,1690,False,,Fundamentals,1924,,https://hyperskill.org/topics/823
988,[],2,"[1402, 987]",True,"[525, 987]",[],2-988,525,Math,Modulo division,1692,False,10586,Number theory,987,10593,https://hyperskill.org/topics/988
1402,[],2,[987],True,"[525, 987]",[988],2-1402,525,Math,Modulo division with negative numbers,1693,False,13541,Number theory,987,13547,https://hyperskill.org/topics/1402
1096,"[1394, 1095]",2,[1220],False,"[525, 1220]","[1394, 1095]",2-1096,525,Math,Combinatorics,1697,False,,Discrete math,1220,,https://hyperskill.org/topics/1096
1224,"[248, 245, 249]",3,[209],False,"[1162, 1164, 209]","[248, 245, 249]",2-1224,1162,Computer science,Basics,53,False,,Programming languages,209,,https://hyperskill.org/topics/1224
191,[],3,"[163, 115, 149, 202, 319, 150, 126]",True,"[1162, 1163, 126]",[],2-191,1162,Computer science,"Write, compile, and run",59,False,3739,Fundamentals,126,3767,https://hyperskill.org/topics/191
362,[],3,"[719, 368, 370, 369, 1127, 1146, 1147, 361]",True,"[525, 1927, 361]",[],2-362,525,Math,Binary numbers,194,False,5544,Computational math,361,5626,https://hyperskill.org/topics/362
719,[],3,"[604, 308, 721, 1127, 361]",True,"[525, 1927, 361]",[362],2-719,525,Math,Hexadecimal numbers,195,False,8788,Computational math,361,8796,https://hyperskill.org/topics/719
746,"[471, 550, 476]",3,[540],False,"[1162, 610, 540]","[471, 550, 476]",2-746,1162,Computer science,Introduction to HTML,232,False,,Frontend,540,,https://hyperskill.org/topics/746
149,[],3,"[192, 207, 314, 126]",True,"[1162, 1163, 126]",[191],2-149,1162,Computer science,"JVM, JRE, and JDK",245,False,3499,Fundamentals,126,2020,https://hyperskill.org/topics/149
752,"[587, 592, 594]",3,[588],False,"[1162, 610, 588]","[587, 592, 594]",2-752,1162,Computer science,Introduction to CSS,284,False,,Frontend,588,,https://hyperskill.org/topics/752
995,"[1004, 996]",3,[588],False,"[1162, 610, 588]","[1004, 996]",2-995,1162,Computer science,Measurement Units,302,False,,Frontend,588,,https://hyperskill.org/topics/995
747,"[551, 552, 695, 555]",3,[540],False,"[1162, 610, 540]","[551, 552, 695, 555]",2-747,1162,Computer science,Interaction with other technologies,362,False,,Frontend,540,,https://hyperskill.org/topics/747
901,"[902, 903]",3,[620],False,"[1162, 1164, 620]","[902, 903]",2-901,1162,Computer science,Promise,371,False,,Programming languages,620,,https://hyperskill.org/topics/901
761,"[665, 869, 1026, 675, 900, 1024]",3,[620],False,"[1162, 1164, 620]","[665, 869, 1026, 675, 900, 1024]",2-761,1162,Computer science,Functions,390,False,,Programming languages,620,,https://hyperskill.org/topics/761
1276,[],3,[620],True,"[1162, 1164, 620]","[869, 555, 903]",2-1276,1162,Computer science,Event Loop,438,False,12462,Programming languages,620,12466,https://hyperskill.org/topics/1276
643,[],3,"[723, 545, 603, 1319, 697, 696, 823]",True,"[525, 1924, 823]",[],2-643,525,Math,Basics of sets,441,False,8220,Fundamentals,823,8225,https://hyperskill.org/topics/643
723,[],3,"[895, 778, 727, 726, 1921, 1926, 823]",True,"[525, 1924, 823]",[643],2-723,525,Math,Basics of functions,443,False,8857,Fundamentals,823,8862,https://hyperskill.org/topics/723
482,"[1211, 1212, 1207]",3,[331],False,"[1162, 1164, 331]","[1211, 1212, 1207]",2-482,1162,Computer science,Object-oriented programming,557,False,,Programming languages,331,,https://hyperskill.org/topics/482
1321,[],3,"[1324, 1218]",True,"[525, 1922, 1218]",[1152],2-1321,525,Math,Introduction to differential equations,576,False,12270,Analysis,1218,12277,https://hyperskill.org/topics/1321
1324,[],3,"[1358, 1218]",True,"[525, 1922, 1218]",[1321],2-1324,525,Math,First-order linear differential equations,577,False,12774,Analysis,1218,12780,https://hyperskill.org/topics/1324
1358,[],3,[1218],True,"[525, 1922, 1218]",[1324],2-1358,525,Math,Higher-order linear differential equations,578,False,12990,Analysis,1218,12996,https://hyperskill.org/topics/1358
1515,[],3,"[352, 1553, 1514]",True,"[1162, 1163, 1514]",[],2-1515,1162,Computer science,Introduction to UI/UX,599,False,14603,Fundamentals,1514,,https://hyperskill.org/topics/1515
352,[],3,"[452, 351]",True,"[1162, 1165, 351]","[8, 671, 1515]",2-352,1162,Computer science,The basic window in Swing,600,False,5514,Desktop,351,5518,https://hyperskill.org/topics/352
1553,[],3,"[1116, 1151, 1590, 499, 1395, 1514]",True,"[1162, 1163, 1514]",[1515],2-1553,1162,Computer science,Layout grids,601,False,14922,Fundamentals,1514,,https://hyperskill.org/topics/1553
1115,"[1116, 1117, 1118, 1119]",3,[588],False,"[1162, 610, 588]","[1116, 1117, 1118, 1119]",2-1115,1162,Computer science,Flexbox,606,False,,Frontend,588,,https://hyperskill.org/topics/1115
1590,[],3,"[452, 1574, 1627, 1597, 1552, 1598, 1514]",True,"[1162, 1163, 1514]",[1553],2-1590,1162,Computer science,Interface elements,609,False,15253,Fundamentals,1514,,https://hyperskill.org/topics/1590
452,[],3,"[483, 499, 1349, 1247, 1145, 997, 470, 351]",True,"[1162, 1165, 351]","[48, 352, 1590]",2-452,1162,Computer science,Swing components,610,False,6295,Desktop,351,6301,https://hyperskill.org/topics/452
483,[],3,[351],True,"[1162, 1165, 351]","[75, 294, 452]",2-483,1162,Computer science,Multithreading in Swing,611,False,11299,Desktop,351,6620,https://hyperskill.org/topics/483
499,[],3,[351],True,"[1162, 1165, 351]","[1553, 452]",2-499,1162,Computer science,Layout managers,612,False,6824,Desktop,351,6830,https://hyperskill.org/topics/499
1349,[],3,[351],True,"[1162, 1165, 351]",[452],2-1349,1162,Computer science,Scroll bars,613,False,12951,Desktop,351,12957,https://hyperskill.org/topics/1349
1247,[],3,[351],True,"[1162, 1165, 351]",[452],2-1247,1162,Computer science,JTable,614,False,12402,Desktop,351,12406,https://hyperskill.org/topics/1247
1145,[],3,[351],True,"[1162, 1165, 351]",[452],2-1145,1162,Computer science,The Graphics class,615,False,11930,Desktop,351,11935,https://hyperskill.org/topics/1145
997,[],3,[351],True,"[1162, 1165, 351]",[452],2-997,1162,Computer science,Window listeners,616,False,10614,Desktop,351,11406,https://hyperskill.org/topics/997
470,[],3,[351],True,"[1162, 1165, 351]",[452],2-470,1162,Computer science,JMenu,617,False,6427,Desktop,351,6433,https://hyperskill.org/topics/470
1574,[],3,"[1345, 1586, 1588, 1514]",True,"[1162, 1163, 1514]",[1590],2-1574,1162,Computer science,Fonts,647,False,15045,Fundamentals,1514,,https://hyperskill.org/topics/1574
1627,[],3,"[1345, 1588, 1514]",True,"[1162, 1163, 1514]",[1590],2-1627,1162,Computer science,Input fields and field labels,657,False,15447,Fundamentals,1514,,https://hyperskill.org/topics/1627
1715,[1713],3,[456],False,"[1162, 1167, 456]",[1713],2-1715,1162,Computer science,Networking,661,False,,Mobile,456,,https://hyperskill.org/topics/1715
1597,[],3,"[1150, 1588, 1514]",True,"[1162, 1163, 1514]",[1590],2-1597,1162,Computer science,Feedback,684,False,15308,Fundamentals,1514,,https://hyperskill.org/topics/1597
1243,"[1575, 1244, 1289, 1363]",3,[456],False,"[1162, 1167, 456]","[1575, 1244, 1289, 1363]",2-1243,1162,Computer science,Android Core,698,False,,Mobile,456,,https://hyperskill.org/topics/1243
1292,[1293],3,[456],False,"[1162, 1167, 456]",[1293],2-1292,1162,Computer science,Storage & Transport,701,False,,Mobile,456,,https://hyperskill.org/topics/1292
1864,"[1865, 1872, 1867, 1868]",3,[1863],False,"[1162, 1166, 1863]","[1865, 1872, 1867, 1868]",2-1864,1162,Computer science,Launching server,738,False,,Backend,1863,,https://hyperskill.org/topics/1864
1896,"[1915, 1982, 1983]",3,[1863],False,"[1162, 1166, 1863]","[1915, 1982, 1983]",2-1896,1162,Computer science,Templates,744,False,,Backend,1863,,https://hyperskill.org/topics/1896
1330,"[963, 964]",3,[1168],False,"[1162, 962, 1168]","[963, 964]",2-1330,1162,Computer science,Introduction to Machine Learning,750,False,,Data science,1168,,https://hyperskill.org/topics/1330
978,[],3,"[1068, 907]",True,"[1162, 962, 907]","[404, 434]",2-978,1162,Computer science,Text corpora in NLTK,778,False,10503,Data science,907,10508,https://hyperskill.org/topics/978
1306,"[756, 1240, 773, 1239]",3,[620],False,"[1162, 1164, 620]","[756, 1240, 773, 1239]",2-1306,1162,Computer science,Basics,792,False,,Programming languages,620,,https://hyperskill.org/topics/1306
829,"[782, 622, 623, 1335, 783, 1001]",3,[1141],False,"[525, 1923, 1141]","[782, 622, 623, 1335, 783, 1001]",2-829,525,Math,Systems of linear equations,803,False,,Algebra,1141,,https://hyperskill.org/topics/829
1842,"[1623, 1773]",3,[1168],False,"[1162, 962, 1168]","[1623, 1773]",2-1842,1162,Computer science,Ensemble learning,810,False,,Data science,1168,,https://hyperskill.org/topics/1842
672,[673],3,[258],False,"[1162, 1163, 258]",[673],2-672,1162,Computer science,HTTP clients,813,False,,Fundamentals,258,,https://hyperskill.org/topics/672
933,"[934, 1192, 1706, 1513, 1813]",3,[620],False,"[1162, 1164, 620]","[934, 1192, 1706, 1513, 1813]",2-933,1162,Computer science,React,837,False,,Programming languages,620,,https://hyperskill.org/topics/933
1241,[706],3,[620],False,"[1162, 1164, 620]",[706],2-1241,1162,Computer science,ECMAScript 6,839,False,,Programming languages,620,,https://hyperskill.org/topics/1241
1242,"[1719, 1745, 1996, 1994, 1812, 1810, 1779, 1746, 1720, 921]",3,[620],False,"[1162, 1164, 620]","[1719, 1745, 1996, 1994, 1812, 1810, 1779, 1746, 1720, 921]",2-1242,1162,Computer science,Arrays,841,False,,Programming languages,620,,https://hyperskill.org/topics/1242
262,"[259, 462, 437, 386, 842]",3,[258],False,"[1162, 1163, 258]","[259, 462, 437, 386, 842]",2-262,1162,Computer science,IDE,849,False,,Fundamentals,258,,https://hyperskill.org/topics/262
898,[899],3,[620],False,"[1162, 1164, 620]",[899],2-898,1162,Computer science,Modules,857,False,,Programming languages,620,,https://hyperskill.org/topics/898
1201,"[428, 426, 570]",3,[331],False,"[1162, 1164, 331]","[428, 426, 570]",2-1201,1162,Computer science,Basics,926,False,,Programming languages,331,,https://hyperskill.org/topics/1201
1250,"[1523, 244, 536, 243]",3,[209],False,"[1162, 1164, 209]","[1523, 244, 536, 243]",2-1250,1162,Computer science,Control Flow,931,False,,Programming languages,209,,https://hyperskill.org/topics/1250
1236,"[609, 459, 460]",3,[458],False,"[1162, 1166, 458]","[609, 459, 460]",2-1236,1162,Computer science,Introduction to Spring Boot,966,False,,Backend,458,,https://hyperskill.org/topics/1236
1888,[727],3,[938],False,"[525, 1922, 938]",[727],2-1888,525,Math,Numerical functions,1004,False,,Analysis,938,,https://hyperskill.org/topics/1888
941,[],3,[1175],True,"[525, 1927, 1175]",[727],2-941,525,Math,Least squares method,1006,False,10251,Computational math,1175,10260,https://hyperskill.org/topics/941
1327,"[1076, 1415, 1642, 1649]",3,[1168],False,"[1162, 962, 1168]","[1076, 1415, 1642, 1649]",2-1327,1162,Computer science,Regression,1011,False,,Data science,1168,,https://hyperskill.org/topics/1327
749,"[539, 556, 1395]",3,[540],False,"[1162, 610, 540]","[539, 556, 1395]",2-749,1162,Computer science,HTML element categories,1015,False,,Frontend,540,,https://hyperskill.org/topics/749
867,"[868, 915, 917, 928, 1016, 1044, 1056]",3,[1169],False,"[1162, 962, 1169]","[868, 915, 917, 928, 1016, 1044, 1056]",2-867,1162,Computer science,NumPy,1018,False,,Data science,1169,,https://hyperskill.org/topics/867
1738,"[738, 739]",3,[737],False,"[1162, 1164, 737]","[738, 739]",2-1738,1162,Computer science,Introduction to Scala,1021,False,,Programming languages,737,,https://hyperskill.org/topics/1738
368,[],3,"[627, 384, 361]",True,"[525, 1927, 361]",[362],2-368,525,Math,Binary arithmetic,1027,False,5630,Computational math,361,5642,https://hyperskill.org/topics/368
261,"[257, 255, 293]",3,[258],False,"[1162, 1163, 258]","[257, 255, 293]",2-261,1162,Computer science,GitHub,1039,False,,Fundamentals,258,,https://hyperskill.org/topics/261
1952,[1953],3,[446],False,"[1162, 1166, 446]",[1953],2-1952,1162,Computer science,Views,1067,False,,Backend,446,,https://hyperskill.org/topics/1952
1180,"[500, 514, 517, 532, 1909, 522]",3,[446],False,"[1162, 1166, 446]","[500, 514, 517, 532, 1909, 522]",2-1180,1162,Computer science,ORM,1078,False,,Backend,446,,https://hyperskill.org/topics/1180
1238,"[1410, 1484, 1411, 1392, 515, 717, 531, 804, 1416]",3,[458],False,"[1162, 1166, 458]","[1410, 1484, 1411, 1392, 515, 717, 531, 804, 1416]",2-1238,1162,Computer science,Web,1092,False,,Backend,458,,https://hyperskill.org/topics/1238
1237,"[1805, 1519, 561, 1539]",3,[458],False,"[1162, 1166, 458]","[1805, 1519, 561, 1539]",2-1237,1162,Computer science,Core container,1094,False,,Backend,458,,https://hyperskill.org/topics/1237
1453,[1454],3,[458],False,"[1162, 1166, 458]",[1454],2-1453,1162,Computer science,The structure of Spring applications,1098,False,,Backend,458,,https://hyperskill.org/topics/1453
1554,"[1643, 1555]",3,[458],False,"[1162, 1166, 458]","[1643, 1555]",2-1554,1162,Computer science,Asynchronous processing,1100,False,,Backend,458,,https://hyperskill.org/topics/1554
1203,"[423, 653, 424]",3,[331],False,"[1162, 1164, 331]","[423, 653, 424]",2-1203,1162,Computer science,Control flow,1111,False,,Programming languages,331,,https://hyperskill.org/topics/1203
909,[],3,"[956, 907]",True,"[1162, 962, 907]","[400, 444, 777]",2-909,1162,Computer science,Overview of NLTK,1115,False,10022,Data science,907,11130,https://hyperskill.org/topics/909
956,[],3,"[1516, 970, 1778, 968, 907]",True,"[1162, 962, 907]","[435, 955, 909]",2-956,1162,Computer science,Tokenization,1116,False,10363,Data science,907,10368,https://hyperskill.org/topics/956
970,[],3,"[1054, 907]",True,"[1162, 962, 907]","[508, 956]",2-970,1162,Computer science,Text normalization,1119,False,10451,Data science,907,10458,https://hyperskill.org/topics/970
1778,[],3,[907],True,"[1162, 962, 907]","[429, 487, 956]",2-1778,1162,Computer science,The Jaccard similarity index,1120,False,16590,Data science,907,,https://hyperskill.org/topics/1778
968,[],3,[907],True,"[1162, 962, 907]","[429, 564, 956]",2-968,1162,Computer science,POS tagging,1121,False,10435,Data science,907,10442,https://hyperskill.org/topics/968
1552,[],3,"[614, 1588, 1514]",True,"[1162, 1163, 1514]",[1590],2-1552,1162,Computer science,Colors,1122,False,14914,Fundamentals,1514,,https://hyperskill.org/topics/1552
545,[],3,"[603, 822]",True,"[525, 1221, 822]",[643],2-545,525,Math,Sample space,1132,False,7309,Probability,822,7314,https://hyperskill.org/topics/545
