id,children,depth,followers,has_steps,hierarchy,prerequisites,progress_id,root_id,root_title,title,topological_index,is_deprecated,theory,root_subgroup_title,parent_id,verification_step,url
239,[],5,"[240, 238, 244]",True,"[1162, 1164, 209, 1250, 244]",[232],2-239,1162,Computer science,Repeating blocks,70,False,4643,Programming languages,244,4647,https://hyperskill.org/topics/239
240,[],5,"[433, 244, 1835]",True,"[1162, 1164, 209, 1250, 244]",[239],2-240,1162,Computer science,While loops,71,False,4659,Programming languages,244,4662,https://hyperskill.org/topics/240
117,[],5,"[115, 488, 439, 608, 887, 157, 1891, 652, 863, 572, 680, 679, 1645]",True,"[1162, 1163, 357, 1188, 679]",[708],2-117,1162,Computer science,Introduction to OOP,72,False,3614,Fundamentals,679,2964,https://hyperskill.org/topics/117
7,[],5,"[28, 1671, 1670]",True,"[1162, 1164, 73, 1258, 1670]",[115],2-7,1162,Computer science,Package,76,False,3621,Programming languages,1670,2255,https://hyperskill.org/topics/7
59,[],5,"[65, 102, 61, 1425]",True,"[1162, 1164, 73, 1260, 61]","[60, 8, 127]",2-59,1162,Computer science,Hierarchy of exceptions,90,False,3570,Programming languages,61,2468,https://hyperskill.org/topics/59
65,[],5,"[513, 176, 173, 177, 849, 72, 100, 875, 61, 1470, 717]",True,"[1162, 1164, 73, 1260, 61]",[59],2-65,1162,Computer science,Exception handling,91,False,3552,Programming languages,61,2474,https://hyperskill.org/topics/65
102,[],5,"[513, 61]",True,"[1162, 1164, 73, 1260, 61]",[59],2-102,1162,Computer science,Throwing exceptions,105,False,3553,Programming languages,61,2833,https://hyperskill.org/topics/102
513,[],5,[61],True,"[1162, 1164, 73, 1260, 61]","[65, 102]",2-513,1162,Computer science,Custom exceptions,106,False,15639,Programming languages,61,,https://hyperskill.org/topics/513
1712,[],5,[3],True,"[1162, 1164, 73, 252, 3]","[33, 1087]",2-1712,1162,Computer science,Switch expression,108,False,16036,Programming languages,3,,https://hyperskill.org/topics/1712
201,[],5,[188],True,"[1162, 1164, 73, 252, 188]","[9, 96]",2-201,1162,Computer science,StringBuilder,112,False,3812,Programming languages,188,12515,https://hyperskill.org/topics/201
333,[],5,"[336, 428, 963]",True,"[1162, 1164, 331, 1201, 428]",[],2-333,1162,Computer science,Introduction to Python,120,False,5204,Programming languages,428,11879,https://hyperskill.org/topics/333
336,[],5,"[335, 402, 428]",True,"[1162, 1164, 331, 1201, 428]",[333],2-336,1162,Computer science,Overview of the basic program,121,False,5208,Programming languages,428,5212,https://hyperskill.org/topics/336
335,[],5,"[403, 418, 428]",True,"[1162, 1164, 331, 1201, 428]",[336],2-335,1162,Computer science,Multi-line programs,122,False,5233,Programming languages,428,5235,https://hyperskill.org/topics/335
402,[],5,"[403, 425]",True,"[1162, 1164, 331, 1205, 425]",[336],2-402,1162,Computer science,PEP 8,123,False,5879,Programming languages,425,6822,https://hyperskill.org/topics/402
403,[],5,"[394, 431, 425]",True,"[1162, 1164, 331, 1205, 425]","[335, 402]",2-403,1162,Computer science,Comments,124,False,6081,Programming languages,425,5950,https://hyperskill.org/topics/403
404,[],5,"[399, 417, 501, 428, 978]",True,"[1162, 1164, 331, 1201, 428]",[396],2-404,1162,Computer science,Taking input,128,False,5913,Programming languages,428,6810,https://hyperskill.org/topics/404
397,[],5,"[399, 425]",True,"[1162, 1164, 331, 1205, 425]",[396],2-397,1162,Computer science,Naming variables,129,False,5885,Programming languages,425,5889,https://hyperskill.org/topics/397
107,"[106, 104, 105, 110]",5,[254],False,"[1162, 1164, 73, 1259, 254]","[106, 104, 105, 110]",2-107,1162,Computer science,Date and time,134,False,,Programming languages,254,,https://hyperskill.org/topics/107
399,[],5,"[405, 428, 490, 447]",True,"[1162, 1164, 331, 1201, 428]","[404, 397, 398]",2-399,1162,Computer science,Program with numbers,136,False,5872,Programming languages,428,6468,https://hyperskill.org/topics/399
1560,"[400, 401, 455]",5,[424],False,"[1162, 1164, 331, 1203, 424]","[400, 401, 455]",2-1560,1162,Computer science,Main body,139,False,,Programming languages,424,,https://hyperskill.org/topics/1560
1449,[],5,"[619, 471, 450, 609, 1865, 707, 1945]",True,"[1162, 1163, 357, 1188, 707]",[479],2-1449,1162,Computer science,Web development,142,False,13931,Fundamentals,707,13935,https://hyperskill.org/topics/1449
406,[],5,"[407, 429, 409, 423, 915, 855]",True,"[1162, 1164, 331, 1203, 423]",[405],2-406,1162,Computer science,If statement,146,False,5953,Programming languages,423,9141,https://hyperskill.org/topics/406
407,[],5,"[511, 408, 423, 790, 454, 952, 523, 1131, 1111, 977, 1311, 1113]",True,"[1162, 1164, 331, 1203, 423]",[406],2-407,1162,Computer science,Else statement,147,False,5932,Programming languages,423,5936,https://hyperskill.org/topics/407
414,[],5,"[421, 1106, 791, 547, 616, 678, 965, 1037, 1601, 615, 447, 1047, 1170, 426, 967, 448, 646, 1307, 745, 837, 731, 733, 1017, 699, 1159]",True,"[1162, 1164, 331, 1201, 426]",[400],2-414,1162,Computer science,Load module,148,False,6019,Programming languages,426,6024,https://hyperskill.org/topics/414
421,[],5,"[466, 1131, 1111, 426]",True,"[1162, 1164, 331, 1201, 426]",[414],2-421,1162,Computer science,Create module,149,False,6057,Programming languages,426,9138,https://hyperskill.org/topics/421
466,[],5,"[444, 426, 1871]",True,"[1162, 1164, 331, 1201, 426]",[421],2-466,1162,Computer science,Packages,150,False,6384,Programming languages,426,6388,https://hyperskill.org/topics/466
488,[],5,"[489, 965, 1799, 1818, 1819, 1207, 1871, 967]",True,"[1162, 1164, 331, 482, 1207]","[117, 395]",2-488,1162,Computer science,Class,151,False,6661,Programming languages,1207,6665,https://hyperskill.org/topics/488
489,[],5,"[508, 547, 490, 1207, 1362]",True,"[1162, 1164, 331, 482, 1207]","[455, 488]",2-489,1162,Computer science,Class instances,152,False,6669,Programming languages,1207,6673,https://hyperskill.org/topics/489
619,[],5,"[636, 756, 934, 1313, 1729]",True,"[1162, 1164, 620, 1306, 756]",[1449],2-619,1162,Computer science,Introduction to JavaScript,153,False,8016,Programming languages,756,8020,https://hyperskill.org/topics/619
636,[],5,"[637, 638, 756]",True,"[1162, 1164, 620, 1306, 756]",[619],2-636,1162,Computer science,Overview of the basic program,154,False,8154,Programming languages,756,8159,https://hyperskill.org/topics/636
582,[],5,"[583, 242, 1520]",True,"[1162, 1164, 209, 1232, 242]","[232, 579]",2-582,1162,Computer science,Nullable and non-nullable types,159,False,7613,Programming languages,242,7833,https://hyperskill.org/topics/582
870,[],5,"[242, 932, 1603]",True,"[1162, 1164, 209, 1232, 242]",[583],2-870,1162,Computer science,Type system,161,False,9689,Programming languages,242,9696,https://hyperskill.org/topics/870
637,[],5,"[641, 640, 756]",True,"[1162, 1164, 620, 1306, 756]",[636],2-637,1162,Computer science,Multi-line programs,163,False,8162,Programming languages,756,8167,https://hyperskill.org/topics/637
641,[],5,"[663, 676, 689, 1239]",True,"[1162, 1164, 620, 1306, 1239]","[637, 638]",2-641,1162,Computer science,Strings and numbers,165,False,8194,Programming languages,1239,8201,https://hyperskill.org/topics/641
663,[],5,"[665, 664, 1240, 706, 921]",True,"[1162, 1164, 620, 1306, 1240]",[641],2-663,1162,Computer science,Arithmetic operators,166,False,8372,Programming languages,1240,8379,https://hyperskill.org/topics/663
429,[],5,"[453, 423, 510, 751, 454, 677, 685, 1111, 1322, 1799, 935, 834, 632, 1370, 1456, 467, 1778, 968, 1174, 1580]",True,"[1162, 1164, 331, 1203, 423]","[395, 406]",2-429,1162,Computer science,For loop,168,False,6065,Programming languages,423,6545,https://hyperskill.org/topics/429
496,[],5,"[439, 412, 1058, 242, 1008, 613]",True,"[1162, 1164, 209, 1232, 242]","[220, 230]",2-496,1162,Computer science,Objects,169,False,11233,Programming languages,242,6780,https://hyperskill.org/topics/496
439,[],5,"[442, 1008, 1685, 1128]",True,"[1162, 1164, 209, 436, 1128]","[227, 231, 117, 496]",2-439,1162,Computer science,Declaring classes,170,False,6200,Programming languages,1128,6208,https://hyperskill.org/topics/439
412,[],5,"[432, 1523]",True,"[1162, 1164, 209, 1250, 1523]","[232, 231, 496]",2-412,1162,Computer science,Functions as objects,171,False,5991,Programming languages,1523,5999,https://hyperskill.org/topics/412
432,[],5,"[1625, 1523, 464, 1333, 1230]",True,"[1162, 1164, 209, 1250, 1523]",[412],2-432,1162,Computer science,Lambda expressions,172,False,6154,Programming languages,1523,6155,https://hyperskill.org/topics/432
1058,[],5,"[242, 1551, 229, 681]",True,"[1162, 1164, 209, 1232, 242]","[225, 496]",2-1058,1162,Computer science,Equality,173,False,11236,Programming languages,242,11241,https://hyperskill.org/topics/1058
409,[],5,"[453, 423, 651, 1446, 585]",True,"[1162, 1164, 331, 1203, 423]",[406],2-409,1162,Computer science,While loop,175,False,5940,Programming languages,423,5945,https://hyperskill.org/topics/409
453,[],5,"[423, 965, 967]",True,"[1162, 1164, 331, 1203, 423]","[429, 409]",2-453,1162,Computer science,Loop control statements,176,False,6302,Programming languages,423,6817,https://hyperskill.org/topics/453
640,[],5,"[756, 676, 689, 1719, 771, 1930, 706, 662]",True,"[1162, 1164, 620, 1306, 756]","[637, 638]",2-640,1162,Computer science,Variables,177,False,8186,Programming languages,756,8191,https://hyperskill.org/topics/640
465,[],5,"[462, 1066, 1008, 1039]",True,"[1162, 1163, 258, 262, 462]",[259],2-465,1162,Computer science,Android studio basics,179,False,11048,Fundamentals,462,11054,https://hyperskill.org/topics/465
508,[],5,"[511, 1131, 1211, 844, 474, 970, 1017]",True,"[1162, 1164, 331, 482, 1211]","[489, 417]",2-508,1162,Computer science,Methods,183,False,6931,Programming languages,1211,8090,https://hyperskill.org/topics/508
511,[],5,"[530, 1211, 965, 967, 1343, 1703]",True,"[1162, 1164, 331, 482, 1211]","[407, 508]",2-511,1162,Computer science,Methods and attributes,184,False,6981,Programming languages,1211,6985,https://hyperskill.org/topics/511
530,[],5,"[923, 565, 1211, 533]",True,"[1162, 1164, 331, 482, 1211]",[511],2-530,1162,Computer science,Magic methods,185,False,7139,Programming languages,1211,7142,https://hyperskill.org/topics/530
408,[],5,"[423, 923, 936, 1867, 857]",True,"[1162, 1164, 331, 1203, 423]",[407],2-408,1162,Computer science,Elif statement,186,False,5926,Programming languages,423,9279,https://hyperskill.org/topics/408
676,[],5,"[664, 1239]",True,"[1162, 1164, 620, 1306, 1239]","[641, 640]",2-676,1162,Computer science,Boolean and logical operators,188,False,8471,Programming languages,1239,8477,https://hyperskill.org/topics/676
1671,[],5,[1670],True,"[1162, 1164, 73, 1258, 1670]",[7],2-1671,1162,Computer science,Modules,189,False,15647,Programming languages,1670,,https://hyperskill.org/topics/1671
1571,"[1092, 535, 579, 998, 1122]",5,[536],False,"[1162, 1164, 209, 1250, 536]","[1092, 535, 579, 998, 1122]",2-1571,1162,Computer science,How to work with exceptions,192,False,,Programming languages,536,,https://hyperskill.org/topics/1571
604,[],5,"[605, 250, 624, 1600, 1988]",True,"[1162, 1163, 357, 1185, 605]","[502, 719]",2-604,1162,Computer science,Unicode,196,False,7899,Fundamentals,605,7906,https://hyperskill.org/topics/604
250,[],5,"[1550, 226, 1631, 246]",True,"[1162, 1164, 209, 1232, 246]","[225, 604]",2-250,1162,Computer science,Characters,198,False,4680,Programming languages,246,4681,https://hyperskill.org/topics/250
234,[],5,"[242, 233, 238]",True,"[1162, 1164, 209, 1232, 242]",[225],2-234,1162,Computer science,Ranges,199,False,4633,Programming languages,242,4671,https://hyperskill.org/topics/234
233,[],5,"[1309, 433, 244]",True,"[1162, 1164, 209, 1250, 244]","[232, 234]",2-233,1162,Computer science,When expression,201,False,4631,Programming languages,244,5965,https://hyperskill.org/topics/233
1309,[],5,"[235, 243]",True,"[1162, 1164, 209, 1250, 243]","[231, 233]",2-1309,1162,Computer science,Functional decomposition,202,False,12668,Programming languages,243,12669,https://hyperskill.org/topics/1309
235,[],5,"[236, 243]",True,"[1162, 1164, 209, 1250, 243]",[1309],2-235,1162,Computer science,Default arguments,203,False,4637,Programming languages,243,7856,https://hyperskill.org/topics/235
236,[],5,"[442, 1584, 243]",True,"[1162, 1164, 209, 1250, 243]",[235],2-236,1162,Computer science,Named arguments,204,False,4640,Programming languages,243,7864,https://hyperskill.org/topics/236
442,[],5,"[463, 1012, 549, 1128, 1419]",True,"[1162, 1164, 209, 436, 1128]","[439, 236]",2-442,1162,Computer science,Constructors,205,False,10740,Programming languages,1128,6244,https://hyperskill.org/topics/442
463,[],5,"[1520, 1625, 484, 1534, 591, 1128, 1529, 805]",True,"[1162, 1164, 209, 436, 1128]",[442],2-463,1162,Computer science,Member functions,206,False,6364,Programming languages,1128,6368,https://hyperskill.org/topics/463
1012,[],5,"[1569, 1650, 1128]",True,"[1162, 1164, 209, 436, 1128]",[442],2-1012,1162,Computer science,Secondary constructor,207,False,10746,Programming languages,1128,6241,https://hyperskill.org/topics/1012
238,[],5,"[1570, 237, 433, 244, 1121, 1631, 1988]",True,"[1162, 1164, 209, 1250, 244]","[239, 234]",2-238,1162,Computer science,For loop and ranges,208,False,4652,Programming languages,244,5970,https://hyperskill.org/topics/238
1550,[],5,"[1551, 961, 1549]",True,"[1162, 1164, 209, 1232, 1549]","[1294, 224, 222, 250]",2-1550,1162,Computer science,Introduction to MutableList,209,False,14879,Programming languages,1549,,https://hyperskill.org/topics/1550
1551,[],5,"[1570, 1581, 1549]",True,"[1162, 1164, 209, 1232, 1549]","[1058, 1550]",2-1551,1162,Computer science,Work with MutableLists,210,False,14902,Programming languages,1549,,https://hyperskill.org/topics/1551
1570,[],5,"[1010, 1308, 1065, 763, 1549, 464, 873, 764, 1408]",True,"[1162, 1164, 209, 1232, 1549]","[238, 1551]",2-1570,1162,Computer science,For loop and lists,211,False,15022,Programming languages,1549,,https://hyperskill.org/topics/1570
226,[],5,"[229, 1083, 682, 247, 1150, 1009]",True,"[1162, 1164, 209, 1232, 247]","[227, 250]",2-226,1162,Computer science,Working with strings,212,False,12561,Programming languages,247,12567,https://hyperskill.org/topics/226
1520,[],5,[1130],True,"[1162, 1164, 209, 436, 1130]","[582, 463]",2-1520,1162,Computer science,Lazy initialization,213,False,14661,Programming languages,1130,,https://hyperskill.org/topics/1520
1625,[],5,[1523],True,"[1162, 1164, 209, 1250, 1523]","[432, 463]",2-1625,1162,Computer science,Function references,214,False,15420,Programming languages,1523,,https://hyperskill.org/topics/1625
484,[],5,[1129],True,"[1162, 1164, 209, 436, 1129]",[463],2-484,1162,Computer science,Extension functions,216,False,6621,Programming languages,1129,6630,https://hyperskill.org/topics/484
961,[],5,"[1010, 1308, 1065, 576]",True,"[1162, 1164, 209, 1232, 576]",[1550],2-961,1162,Computer science,Introduction to collections,217,False,10390,Programming languages,576,10400,https://hyperskill.org/topics/961
1010,[],5,"[1041, 576, 1252, 1467]",True,"[1162, 1164, 209, 1232, 576]","[227, 231, 1570, 961]",2-1010,1162,Computer science,List,218,False,10730,Programming languages,576,10737,https://hyperskill.org/topics/1010
1041,[],5,"[576, 1529]",True,"[1162, 1164, 209, 1232, 576]",[1010],2-1041,1162,Computer science,Mutable List,219,False,11032,Programming languages,576,11041,https://hyperskill.org/topics/1041
1308,[],5,"[1695, 576]",True,"[1162, 1164, 209, 1232, 576]","[227, 231, 1570, 961]",2-1308,1162,Computer science,Map,220,False,12659,Programming languages,576,12660,https://hyperskill.org/topics/1308
1695,[],5,"[576, 1148]",True,"[1162, 1164, 209, 1232, 576]",[1308],2-1695,1162,Computer science,Mutable Map,221,False,15876,Programming languages,576,,https://hyperskill.org/topics/1695
1065,[],5,"[1142, 576]",True,"[1162, 1164, 209, 1232, 576]","[227, 231, 1570, 961]",2-1065,1162,Computer science,Set,223,False,11290,Programming languages,576,11298,https://hyperskill.org/topics/1065
229,[],5,"[1083, 1112]",True,"[1162, 1164, 209, 1232, 1112]","[220, 230, 1058, 226]",2-229,1162,Computer science,Arrays,224,False,4564,Programming languages,1112,4571,https://hyperskill.org/topics/229
1083,[],5,"[237, 1036, 1112, 976]",True,"[1162, 1164, 209, 1232, 1112]","[226, 229]",2-1083,1162,Computer science,String arrays,225,False,11477,Programming languages,1112,11485,https://hyperskill.org/topics/1083
1142,[],5,[576],True,"[1162, 1164, 209, 1232, 576]",[1065],2-1142,1162,Computer science,Mutable Set,226,False,11897,Programming languages,576,11900,https://hyperskill.org/topics/1142
569,[],5,"[965, 1726, 618, 570]",True,"[1162, 1164, 331, 1201, 570]",[534],2-569,1162,Computer science,Sep and end arguments of print,228,False,7452,Programming languages,570,7458,https://hyperskill.org/topics/569
13,"[1263, 1262, 1261]",5,[251],False,"[1162, 1164, 73, 1258, 251]","[1263, 1262, 1261]",2-13,1162,Computer science,Classes and objects,237,False,,Programming languages,251,,https://hyperskill.org/topics/13
237,[],5,[1112],True,"[1162, 1164, 209, 1232, 1112]","[238, 1083]",2-237,1162,Computer science,For loop and arrays,249,False,4657,Programming languages,1112,4658,https://hyperskill.org/topics/237
1036,[],5,[1112],True,"[1162, 1164, 209, 1232, 1112]",[1083],2-1036,1162,Computer science,Multi-dimensional array,250,False,10950,Programming languages,1112,10951,https://hyperskill.org/topics/1036
682,[],5,"[763, 247]",True,"[1162, 1164, 209, 1232, 247]",[226],2-682,1162,Computer science,Getting substrings,252,False,8535,Programming languages,247,8540,https://hyperskill.org/topics/682
763,[],5,"[247, 1518]",True,"[1162, 1164, 209, 1232, 247]","[1570, 682]",2-763,1162,Computer science,Processing strings,253,False,9027,Programming languages,247,9028,https://hyperskill.org/topics/763
12,[],5,"[187, 1769]",True,"[1162, 1164, 73, 1215, 187]",[97],2-12,1162,Computer science,Multidimensional array,255,False,1933,Programming languages,187,12438,https://hyperskill.org/topics/12
480,[],5,"[876, 1819, 1176, 1451, 1386, 1393, 1356, 1644, 1727]",True,"[1162, 1163, 258, 477, 1356]",[872],2-480,1162,Computer science,Command line overview,258,False,8977,Fundamentals,1356,8981,https://hyperskill.org/topics/480
876,[],5,"[444, 976, 192, 207, 314, 999, 615, 1047, 1313, 1192, 1029, 1171, 1356, 1504, 1178, 1342, 1826, 1582, 1460, 1378]",True,"[1162, 1163, 258, 477, 1356]",[480],2-876,1162,Computer science,Parameters and options,259,False,9746,Fundamentals,1356,9752,https://hyperskill.org/topics/876
444,[],5,"[1448, 1322, 450, 868, 844, 426, 691, 700, 1865, 1789, 909, 1348, 1751]",True,"[1162, 1164, 331, 1201, 426]","[466, 876]",2-444,1162,Computer science,Pip,260,False,6230,Programming languages,426,7033,https://hyperskill.org/topics/444
1448,[],5,"[438, 450, 1865, 1302, 1751]",True,"[1162, 1164, 331, 1204, 1302]",[444],2-1448,1162,Computer science,Virtual Environment,261,False,13923,Programming languages,1302,13928,https://hyperskill.org/topics/1448
1303,[],5,"[1304, 966, 967, 1302]",True,"[1162, 1164, 331, 1204, 1302]",[],2-1303,1162,Computer science,The Jupyter Notebook,262,False,12623,Programming languages,1302,12627,https://hyperskill.org/topics/1303
1304,[],5,"[966, 967, 1302]",True,"[1162, 1164, 331, 1204, 1302]",[1303],2-1304,1162,Computer science,Google Colab,263,False,12631,Programming languages,1302,12637,https://hyperskill.org/topics/1304
976,[],5,[243],True,"[1162, 1164, 209, 1250, 243]","[232, 231, 1083, 876]",2-976,1162,Computer science,The main() function,264,False,10484,Programming languages,243,10492,https://hyperskill.org/topics/976
207,[],5,"[208, 328, 315]",True,"[1162, 1163, 258, 206, 328]","[149, 876]",2-207,1162,Computer science,Java Archive,266,False,4311,Fundamentals,328,4315,https://hyperskill.org/topics/207
172,[],5,"[176, 173, 177, 175, 174]",True,"[1162, 1164, 73, 1215, 174]","[96, 192]",2-172,1162,Computer science,Files,267,False,3635,Programming languages,174,3625,https://hyperskill.org/topics/172
176,[],5,[174],True,"[1162, 1164, 73, 1215, 174]","[65, 172]",2-176,1162,Computer science,Managing files,268,False,3648,Programming languages,174,3647,https://hyperskill.org/topics/176
173,[],5,[174],True,"[1162, 1164, 73, 1215, 174]","[65, 172]",2-173,1162,Computer science,Reading files,269,False,3636,Programming languages,174,4839,https://hyperskill.org/topics/173
208,[],5,[328],True,"[1162, 1163, 258, 206, 328]",[207],2-208,1162,Computer science,The jar tool,270,False,4321,Fundamentals,328,4326,https://hyperskill.org/topics/208
111,[],5,[95],True,"[1162, 1164, 73, 1258, 95]","[1, 99, 192]",2-111,1162,Computer science,Command-line arguments,271,False,3566,Programming languages,95,11888,https://hyperskill.org/topics/111
438,[],5,"[437, 967]",True,"[1162, 1163, 258, 262, 437]","[259, 1448]",2-438,1162,Computer science,PyCharm basics,272,False,6193,Fundamentals,437,6195,https://hyperskill.org/topics/438
991,"[394, 398, 405, 440]",5,[427],False,"[1162, 1164, 331, 1202, 427]","[394, 398, 405, 440]",2-991,1162,Computer science,Basic data types and operations,290,False,,Programming languages,427,,https://hyperskill.org/topics/991
202,[],5,"[328, 314]",True,"[1162, 1163, 258, 206, 328]",[191],2-202,1162,Computer science,Build tools,291,False,4284,Fundamentals,328,7852,https://hyperskill.org/topics/202
314,[],5,"[315, 311, 1066, 459, 1346]",True,"[1162, 1163, 258, 206, 311]","[149, 876, 202]",2-314,1162,Computer science,Gradle basics,293,False,5075,Fundamentals,311,5113,https://hyperskill.org/topics/314
315,[],5,"[607, 311]",True,"[1162, 1163, 258, 206, 311]","[207, 314]",2-315,1162,Computer science,Basic project with Gradle,294,False,5077,Fundamentals,311,7882,https://hyperskill.org/topics/315
607,[],5,"[313, 311]",True,"[1162, 1163, 258, 206, 311]",[315],2-607,1162,Computer science,Building apps using Gradle,295,False,7917,Fundamentals,311,5087,https://hyperskill.org/topics/607
313,[],5,"[311, 849, 943, 1455, 460, 1305, 580]",True,"[1162, 1163, 258, 206, 311]",[607],2-313,1162,Computer science,Dependency management,296,False,5076,Fundamentals,311,5114,https://hyperskill.org/topics/313
1066,[],5,"[1008, 1244]",True,"[1162, 1167, 456, 1243, 1244]","[465, 314]",2-1066,1162,Computer science,API Levels,298,False,11312,Mobile,1244,11318,https://hyperskill.org/topics/1066
441,[],5,"[457, 460, 707]",True,"[1162, 1163, 357, 1188, 707]",[],2-441,1162,Computer science,External resources,300,False,6216,Fundamentals,707,6223,https://hyperskill.org/topics/441
433,[],5,[244],True,"[1162, 1164, 209, 1250, 244]","[240, 233, 238]",2-433,1162,Computer science,Jumps and returns,305,False,6165,Programming languages,244,6168,https://hyperskill.org/topics/433
457,[],5,"[1008, 1244, 1150]",True,"[1162, 1167, 456, 1243, 1244]","[211, 441]",2-457,1162,Computer science,Introduction to Android,310,False,6331,Mobile,1244,6335,https://hyperskill.org/topics/457
1581,[],5,[1549],True,"[1162, 1164, 209, 1232, 1549]",[1551],2-1581,1162,Computer science,Multi-dimensional list,311,False,15127,Programming languages,1549,,https://hyperskill.org/topics/1581
1121,[],5,[504],True,"[1162, 1164, 209, 1251, 504]",[238],2-1121,1162,Computer science,Random,313,False,11801,Programming languages,504,11804,https://hyperskill.org/topics/1121
1208,"[475, 751, 1046]",5,[481],False,"[1162, 1164, 331, 1202, 481]","[475, 751, 1046]",2-1208,1162,Computer science,Dictionaries,321,False,,Programming languages,481,,https://hyperskill.org/topics/1208
1579,[],5,"[537, 271, 264, 611, 1565]",True,"[1162, 1163, 521, 327, 1565]",[266],2-1579,1162,Computer science,Pseudocode,322,False,15090,Fundamentals,1565,,https://hyperskill.org/topics/1579
537,[],5,"[346, 1548, 279]",True,"[1162, 1163, 521, 1616, 279]","[267, 1579]",2-537,1162,Computer science,Fixed-size array,323,False,7255,Fundamentals,279,7261,https://hyperskill.org/topics/537
346,[],5,"[166, 279]",True,"[1162, 1163, 521, 1616, 279]",[537],2-346,1162,Computer science,Dynamic array,324,False,5357,Fundamentals,279,6498,https://hyperskill.org/topics/346
1272,"[167, 168, 170, 83, 85]",5,[76],False,"[1162, 1164, 73, 1258, 76]","[167, 168, 170, 83, 85]",2-1272,1162,Computer science,Generics essentials,333,False,,Programming languages,76,,https://hyperskill.org/topics/1272
1273,"[84, 80, 82]",5,[76],False,"[1162, 1164, 73, 1258, 76]","[84, 80, 82]",2-1273,1162,Computer science,Generics internals,339,False,,Programming languages,76,,https://hyperskill.org/topics/1273
98,[],5,[188],True,"[1162, 1164, 73, 252, 188]","[19, 9, 4, 1495]",2-98,1162,Computer science,Processing strings,343,False,3551,Programming languages,188,3288,https://hyperskill.org/topics/98
983,"[415, 952]",5,[427],False,"[1162, 1164, 331, 1202, 427]","[415, 952]",2-983,1162,Computer science,Boolean,349,False,,Programming languages,427,,https://hyperskill.org/topics/983
418,[],5,"[428, 419, 1897, 1630]",True,"[1162, 1164, 331, 1201, 428]",[335],2-418,1162,Computer science,Program execution,350,False,6047,Programming languages,428,12307,https://hyperskill.org/topics/418
419,[],5,"[420, 957, 647]",True,"[1162, 1164, 331, 1205, 957]",[418],2-419,1162,Computer science,Errors,352,False,6052,Programming languages,957,11136,https://hyperskill.org/topics/419
420,[],5,"[1106, 957, 720, 1871, 598, 1343, 474]",True,"[1162, 1164, 331, 1205, 957]","[396, 419]",2-420,1162,Computer science,Exceptions,353,False,6042,Programming languages,957,6079,https://hyperskill.org/topics/420
1106,[],5,"[449, 957]",True,"[1162, 1164, 331, 1205, 957]","[414, 420]",2-1106,1162,Computer science,Built-in exceptions,354,False,11680,Programming languages,957,11686,https://hyperskill.org/topics/1106
449,[],5,"[1111, 977, 936, 957, 959, 1839, 514, 1017]",True,"[1162, 1164, 331, 1205, 957]",[1106],2-449,1162,Computer science,Exception handling,355,False,6270,Programming languages,957,7187,https://hyperskill.org/topics/449
518,[],5,"[153, 177]",True,"[1162, 1164, 73, 252, 153]",[9],2-518,1162,Computer science,Formatted output,356,False,7046,Programming languages,153,7051,https://hyperskill.org/topics/518
177,[],5,"[770, 724, 174]",True,"[1162, 1164, 73, 1215, 174]","[65, 172, 518]",2-177,1162,Computer science,Writing files,358,False,3652,Programming languages,174,8469,https://hyperskill.org/topics/177
503,[],5,"[689, 1252, 1470, 1867, 673, 1428, 745, 652, 1392, 498, 1386, 1992]",True,"[1162, 1163, 357, 1185, 498]",[],2-503,1162,Computer science,JSON,363,False,6854,Fundamentals,498,6859,https://hyperskill.org/topics/503
689,[],5,"[686, 698, 1239, 807, 730]",True,"[1162, 1164, 620, 1306, 1239]","[641, 640, 503]",2-689,1162,Computer science,Introduction to Objects,364,False,8588,Programming languages,1239,8595,https://hyperskill.org/topics/689
686,[],5,"[664, 1239]",True,"[1162, 1164, 620, 1306, 1239]","[665, 689]",2-686,1162,Computer science,Null and Undefined,365,False,8564,Programming languages,1239,8569,https://hyperskill.org/topics/686
664,[],5,"[688, 703, 900, 1240]",True,"[1162, 1164, 620, 1306, 1240]","[663, 676, 686]",2-664,1162,Computer science,Type conversion,366,False,8380,Programming languages,1240,8385,https://hyperskill.org/topics/664
688,[],5,"[728, 1026, 1240]",True,"[1162, 1164, 620, 1306, 1240]",[664],2-688,1162,Computer science,Comparison operators,367,False,8580,Programming languages,1240,8586,https://hyperskill.org/topics/688
728,[],5,"[902, 1006, 729, 774, 1240, 775, 893]",True,"[1162, 1164, 620, 1306, 1240]",[688],2-728,1162,Computer science,Conditional operators,368,False,8889,Programming languages,1240,8895,https://hyperskill.org/topics/728
1252,[],5,[1522],True,"[1162, 1164, 209, 1251, 1522]","[583, 1010, 503]",2-1252,1162,Computer science,JSON Moshi Library,372,False,12419,Programming languages,1522,12426,https://hyperskill.org/topics/1252
703,[],5,"[900, 1240, 921]",True,"[1162, 1164, 620, 1306, 1240]","[664, 675]",2-703,1162,Computer science,"Object methods and keyword ""this""",387,False,8715,Programming languages,1240,10717,https://hyperskill.org/topics/703
547,[],5,"[885, 982, 467, 500, 1905]",True,"[1162, 1164, 331, 1557, 982]","[414, 489]",2-547,1162,Computer science,Datetime module,391,False,7324,Programming languages,982,7331,https://hyperskill.org/topics/547
